номер,площадка,заказчик,предмет,регион,НМЦ,наша цена,сумма контракта,стадия,ближайший срок,следующий шаг,ответственный,плановая чистая прибыль,фактическая чистая прибыль,статус оплаты,сумма дебиторки,срок оплаты,дней просрочки,риск,блокер,нужно решение Антона,какое решение нужно,дата обновления
,,,,,,,,найден / считаем / документы / подан / торги / выигран / контрактование / исполнение / закрывающие / ждём оплату / оплачен / закрыт / проигран / отказались,,,,,,,,,,зелёный / жёлтый / красный,,,,
